query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
bool	P26	Is Eugénie Pétain François de Hérain's spouse?	['TRUE']	[[7]]	[[[6, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[7, 'François de Hérain was married to Eugénie Pétain.']]]	1	1
set	P50	Who are writers of The Circle Opens?	['Tamora Pierce.']	[[7]]	[[[7, 'The Circle Opens is a book series written by Tamora Pierce.']]]	1	1
set	P106	What jobs does Faisal Zayid have?	[]	[]	[[[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[5, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	1	1
bool	P19	Was Jeroen van der Boom born in Nablus?	[]	None	[[]]	0	0
count	P21	How many people are male connector?	[3]	[[2], [6], [9]]	"[[[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[6, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]], [[9, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']]]"	1	1
count	P54	How many people play for FC Dynamo Makhachkala?	[1]	[[4]]	[[[4, 'Rustam Gadzhiyev played for FC Dynamo Makhachkala.']]]	1	1
bool	P106	Is Taysir Khalid's job a Politician?	['TRUE']	[[2]]	"[[[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[5, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[6, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]], [[8, 'Robert M. Switzer graduated from Ohio State University.']]]"	1	1
count	P26	How many partners has Eugénie Pétain had?	[]	[]	[[[1, 'François de Hérain was married to Eugénie Pétain.']]]	1	1
bool	P54	Is 1962 FIFA World Cup a member of Iceland national under-17 football team?	['FALSE']	[[5], [8]]	[[[0, '1962 FIFA World Cup team Czechoslovakia']], [[5, '1962 FIFA World Cup team Brazil']], [[7, '1962 FIFA World Cup team Argentina']], [[8, '1962 FIFA World Cup team Chile']], [[0, '1962 FIFA World Cup team Czechoslovakia'], [5, '1962 FIFA World Cup team Brazil']], [[0, '1962 FIFA World Cup team Czechoslovakia'], [7, '1962 FIFA World Cup team Argentina']], [[0, '1962 FIFA World Cup team Czechoslovakia'], [8, '1962 FIFA World Cup team Chile']], [[5, '1962 FIFA World Cup team Brazil'], [7, '1962 FIFA World Cup team Argentina']], [[5, '1962 FIFA World Cup team Brazil'], [8, '1962 FIFA World Cup team Chile']], [[7, '1962 FIFA World Cup team Argentina'], [8, '1962 FIFA World Cup team Chile']]]	1	1
bool	P47	Does Waipa District share a border with South Waikato District?	[]	None	[[]]	0	0
bool	P47	Are Fozzano and Petreto-Bicchisano neighbours?	['TRUE']	[[3]]	[[[3, 'Fozzano is bordered by Petreto-Bicchisano.']]]	1	1
min/max	P54	Which team has the most players?	['Cruz Azul']	None	[[[2, 'José Cardozo is in the Cruz Azul club.']]]	0	0
count	P54	How many teams has 1962 FIFA World Cup played for?	[3]	[[0], [5], [8]]	[[[0, '1962 FIFA World Cup team Czechoslovakia']], [[5, '1962 FIFA World Cup team Brazil']], [[7, '1962 FIFA World Cup team Argentina']], [[8, '1962 FIFA World Cup team Chile']], [[0, '1962 FIFA World Cup team Czechoslovakia'], [5, '1962 FIFA World Cup team Brazil']], [[0, '1962 FIFA World Cup team Czechoslovakia'], [7, '1962 FIFA World Cup team Argentina']], [[0, '1962 FIFA World Cup team Czechoslovakia'], [8, '1962 FIFA World Cup team Chile']], [[5, '1962 FIFA World Cup team Brazil'], [7, '1962 FIFA World Cup team Argentina']], [[5, '1962 FIFA World Cup team Brazil'], [8, '1962 FIFA World Cup team Chile']], [[7, '1962 FIFA World Cup team Argentina'], [8, '1962 FIFA World Cup team Chile']]]	1	1
min/max	P19	What place has the most people born there?	['Veľké Uherce', 'Netanya']	[[4], [6]]	"[[[4, ""František Laurinec was born in Veľké Uherce, Slovakia on August 19, 1951 . He is an association Football player . He was a member of the Slovakia men's national football team.""]], [[6, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]]]"	1	1
min/max	P47	What is the place with the minimum number of borders?	['Petreto-Bicchisano', 'Fozzano', 'Saint-Dizier-en-Diois', 'Bruis', 'Cour-sur-Loire', 'Suèvres', 'Waipa District', 'South Waikato District']	[[0], [2], [7], [8]]	[[[0, 'Fozzano is bordered by Petreto-Bicchisano.']], [[2, 'Saint-Dizier-en-Diois is located in the neighbouring municipality of Bruis.']], [[3, 'Seferihisar has a population of 43546.']], [[7, 'Suèvres is located in the area of Cour-sur-Loire.']], [[8, 'The Waipa District is the border with South Waikato District.']]]	1	1
min/max	P1082	What is the lowest population?	[402.0]	[[2], [9]]	[[[2, 'The population of S São Tomé and Príncipe is +183177.']], [[7, 'Ouilly-le-Vicomte is a commune which is part of Lisieux.']], [[9, 'Le Massegros has a population of 402.']]]	1	1
bool	P21	Is John Metras female connector?	['FALSE']	[[3]]	"[[[1, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]], [[3, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[5, ""Zuzanna Herasimowicz was born on July 7th, 2002. Zuzanna Herasimowicz's occupation is human and she is a woman.""]], [[6, 'Bradley Game was born in 1995. He is a male cycle sport cyclist and human.']]]"	1	1
set	P21	Which people are male connector?	['Sin Rith']	[[4]]	[[[4, 'Sin Rith is a human being who is a man.']]]	1	1
min/max	P1110	What was the largest crowd?	[]	[]	[[[1, 'Le Massegros has a population of 402.']], [[5, 'The population of Alajärvi is +9139.']]]	1	1
bool	P1082	Is the number of people living in Steinheim am Albuch +402?	[]	[]	[[[1, 'Le Massegros has a population of 402.']]]	1	1
set	P118	What league is São Paulo participant of?	[]	[]	[[[0, 'São Paulo league Campeonato Paulista Série A2']]]	1	1
set	P106	Who is a Writer?	[]	None	[[]]	0	0
min/max	P27	Which country has the largest number of citizens?	['Kingdom of the Netherlands', 'Kingdom of Denmark']	None	[[[7, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']]]	0	0
count	P106	How many jobs has Jeroen van der Boom had?	[2]	[[4]]	[[[4, 'Jeroen van der Boom was born in Nijmegen, Kingdom of the Netherlands, on 22 June 1972 . He is a singer and a Television presenter.']]]	1	1
min/max	P27	Which country has the lowest number of nationals?	['Kingdom of the Netherlands', 'Kingdom of Denmark']	None	[[[7, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']]]	0	0
min/max	P69	What is the occupation of the person that went to studied the least?	[]	[]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	1	1
set	P69	Where has someone from Canada gone to university?	[]	[]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	1	1
min/max	P69	Who has studied the least?	['Margot Franssen', 'Andrew Wiggins']	[[0], [7]]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[7, 'Andrew Wiggins graduated from the University of Kansas in 2013. He graduated from the University of Kansas in 2014.']]]	1	1
bool	P47	Do Nastringues and Beaufort-sur-Gervanne share borders?	['FALSE']	[[6]]	[[[2, 'Montazeau is located in the neighbouring Nastringues.']], [[4, 'Vieu is bordered by Belmont-Luthézieu.']], [[5, 'Borovy is located in the neighbouring city of Nezdice.']], [[6, 'Beaufort-sur-Gervanne is in the neighbouring commune of Gigors-et-Lozeron.']]]	1	1
min/max	P54	Who has played for the fewest teams?	['A.S. Roma']	None	[[[3, 'Mike Mutyaba was a member of the Vipers SC which was acquired in a loan transaction in the year 2011. He played for Vipers SC between 2008 and 2014.']]]	0	0
bool	P54	Does A.S. Roma play for Rijeka?	['FALSE']	None	[[[1, 'FC Girondins de Bordeaux team Rijeka']]]	0	0
count	P47	How many places border Gmina Chojna?	[1]	[[9]]	"[[[0, 'Saint-Jean-de-Marcel has a population of 376.']], [[2, 'Saint-Dizier-en-Diois is located in the neighbouring municipality of Bruis.']], [[9, ""Gmina Chojna's neighbours are Gmina Mieszkowice.""]]]"	1	1
min/max	P1082	What is the least inhabited place?	['Alfara de Carles']	[[0], [2], [4], [5]]	[[[0, 'Saint-Jean-de-Marcel has a population of 376.']], [[1, 'Robert M. Switzer graduated from Ohio State University.']], [[2, 'Otuzco Province has a population of 89056.']], [[4, 'Capçanes has a population of 401.']], [[5, 'There are 123 people living in Alfara de Carles.']]]	1	1
min/max	P1082	What place has the most people living there?	['Saint-Jean-de-Marcel']	None	[[]]	0	0
min/max	P1082	What is the highest population?	[89056.0]	[[0], [2], [4], [5], [6], [7]]	[[[0, 'Saint-Jean-de-Marcel has a population of 376.']], [[2, 'Otuzco Province has a population of 89056.']], [[4, 'Capçanes has a population of 401.']], [[5, 'There are 123 people living in Alfara de Carles.']], [[6, 'Reshet Moreshet has a population of 1424.']], [[7, 'The population of Lantillac is +307.']]]	1	1
min/max	P1082	What is the smallest population?	[123.0]	[[0], [2], [4], [5], [6], [7]]	[[[0, 'Saint-Jean-de-Marcel has a population of 376.']], [[2, 'Otuzco Province has a population of 89056.']], [[4, 'Capçanes has a population of 401.']], [[5, 'There are 123 people living in Alfara de Carles.']], [[6, 'Reshet Moreshet has a population of 1424.']], [[7, 'The population of Lantillac is +307.']]]	1	1
min/max	P106	What job has the fewest number of people working there?	['film editor']	[[9]]	[[[1, 'Robert M. Switzer graduated from Ohio State University.']], [[9, 'Pia Di Ciaula was born in 1901. She is a film editor who is a human being who is a woman.']]]	1	1
bool	P69	Was someone who is a female connector a member of York University?	['TRUE']	[[0]]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	1	1
count	P50	How many books is Djamaluddin Adinegoro the author of?	[]	None	[[]]	0	0
min/max	P106	What is the most popular job?	['Football player']	[[0], [1], [2], [3], [4]]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[8, 'Sin Rith is a human being who is a man.']]]	1	1
bool	P21	Is Taysir Khalid female connector?	['FALSE']	None	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	0	0
set	P106	Who has a career as a gridiron football player?	['John Metras']	[[1]]	[[[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']]]	1	1
count	P19	How many people were born in Nablus?	[1]	[[2]]	[[[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[8, 'Sin Rith is a human being who is a man.']]]	1	1
count	P21	How many people are male connector?	[3]	[[1], [2], [4]]	[[[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']]]	1	1
min/max	P19	What is the place with the most births?	['Netherlands', 'Nablus', 'Romano di Lombardia', 'Nigeria']	[[0], [2], [3], [4]]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']]]	1	1
min/max	P27	Which country has the fewest number of citizens?	['Canada', 'State of Palestine', 'Nigeria']	[[0], [2], [4]]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[5, 'Ensiklopedi Umum dalam Bahasa Indonesia, written by Djamaluddin Adinegoro, is a work of Indonesian literature.']], [[8, 'Sin Rith is a human being who is a man.']]]	1	1
min/max	P54	What is the team with the most number of players?	['Hamilton Tiger-Cats', 'Piacenza Calcio 1919', 'SC Veendam']	[[1], [3], [9]]	[[[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']]]	0	1
set	P69	List places someone from Canada has studied	['York University']	[[0]]	[[[0, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']], [[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']]]	1	1
set	P21	Which people are male connector?	['John Metras', 'Felix Udoh', 'Taysir Khalid', 'Sin Rith']	[[1], [2], [4], [8]]	[[[1, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[2, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[3, 'Mirco Miori, born in Romano di Lombardia on 28 August 1995, is an Italian Football player who plays as a goalkeeper for Piacenza Calcio 1919.']], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[8, 'Sin Rith is a human being who is a man.']]]	1	1
min/max	P19	What is the place with the fewest number of births?	['Beryslav Raion', 'Netanya', 'Mumbai', 'Kuwait City']	[[2], [5], [7], [9]]	"[[[0, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[2, ""Andriy Pryveda was born in Beryslav Raion, Ukraine in 1986. He was a rower who competed in the 2012 Summer Olympics in the men's eight event.""]], [[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[5, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[7, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[9, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]]]"	1	1
min/max	P19	Which places has had the highest number of births?	['Beryslav Raion', 'Netanya', 'Mumbai', 'Kuwait City']	[[2], [5], [7], [9]]	"[[[0, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[2, ""Andriy Pryveda was born in Beryslav Raion, Ukraine in 1986. He was a rower who competed in the 2012 Summer Olympics in the men's eight event.""]], [[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[5, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[7, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[9, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]]]"	1	1
count	P21	How many people are male connector?	[6]	[[0], [2], [5], [6], [7], [9]]	"[[[0, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[1, 'Takanori Miyake is a member of the Fujieda MYFC. He is a goalkeeper and has the family name Miyake. He graduated from Kyoto Sangyo University and is a human being.']], [[2, ""Andriy Pryveda was born in Beryslav Raion, Ukraine in 1986. He was a rower who competed in the 2012 Summer Olympics in the men's eight event.""]], [[5, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[7, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[9, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]]]"	1	1
min/max	P21	What is the least popular gender?	['female connector']	[[0], [2], [3], [5], [6], [7]]	"[[[0, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[1, 'Takanori Miyake is a member of the Fujieda MYFC. He is a goalkeeper and has the family name Miyake. He graduated from Kyoto Sangyo University and is a human being.']], [[2, ""Andriy Pryveda was born in Beryslav Raion, Ukraine in 1986. He was a rower who competed in the 2012 Summer Olympics in the men's eight event.""]], [[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[5, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[7, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']]]"	1	1
bool	P21	Is Faisal Zayid female connector?	['FALSE']	None	[[[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']]]	0	0
bool	P19	Is Mumbai where Shakti Arora was born?	['TRUE']	[[7]]	[[[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[7, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']]]	1	1
bool	P21	Is Elad Koren male connector?	['TRUE']	[[5]]	"[[[0, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[2, ""Andriy Pryveda was born in Beryslav Raion, Ukraine in 1986. He was a rower who competed in the 2012 Summer Olympics in the men's eight event.""]], [[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[5, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']]]"	1	1
bool	P47	Are Oslip and Sartène neighbours?	['FALSE']	None	[[[2, 'Bhagabanpur II is bordered by Patashpur II.']], [[5, 'Belvédère-Campomoro is bounded by Sartène.']], [[7, 'Vieu is bordered by Belmont-Luthézieu.']], [[8, 'The population of Kokkinotrimithia is 1368.']]]	0	0
bool	P1082	Are there +1368 inhabitants of Kokkinotrimithia?	[]	None	[[]]	0	0
count	P47	How many neighbours does Schützen am Gebirge have?	[1]	[[9]]	[[[9, 'Oslip borders Schützen am Gebirge.']]]	1	1
bool	P47	Are Belmont-Luthézieu and Vieu neighbours?	['TRUE']	[[7]]	[[[5, 'Belvédère-Campomoro is bounded by Sartène.']], [[7, 'Vieu is bordered by Belmont-Luthézieu.']]]	1	1
set	P54	List teams Simon Fredriksson plays for	[]	[]	"[[[0, ""Simon Fredriksson is the name of the human being . He is a member of the Men's Ice Hockey Team of the Färjestad BK.""]]]"	1	1
count	P118	How many leagues has Veracruz Sporting Club participated in?	[1]	[[9]]	[[[9, 'Veracruz Sporting Club is a Mexican football club that was founded in 1908 . The club plays in the Tercera División de México.']]]	1	1
count	P21	How many people are male connector?	[1]	[[0]]	[[[0, 'Bradley Game was born in 1995. He is a male cycle sport cyclist and human.']]]	1	1
bool	P47	Does Fozzano share a border with Gmina Zalewo?	['FALSE']	[[4]]	[[[2, 'Gmina Małdyty is in the same district as Gmina Zalewo.']], [[4, 'Fozzano is bordered by Petreto-Bicchisano.']], [[8, 'Dancourt-Popincourt is a town that is part of Grivillers.']]]	1	1
set	P47	Which places neighbour Gmina Zalewo?	[]	[]	[[[2, 'Gmina Małdyty is in the same district as Gmina Zalewo.']]]	1	1
min/max	P106	What is the least popular job?	['Football player']	[[5], [6]]	"[[[0, 'Bradley Game was born in 1995. He is a male cycle sport cyclist and human.']], [[5, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]], [[6, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]]]"	1	1
set	P106	Who works as a Football player?	['Faisal Zayid', 'Dickson Etuhu']	[[5], [6]]	"[[[0, 'Bradley Game was born in 1995. He is a male cycle sport cyclist and human.']], [[5, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]], [[6, ""Faisal Zayid was born on 9 October 1991 in Kuwait City . He is a Football player for the Kuwait national football team . He participated in the 2015 AFC Asian Cup and is a member of the men's national football team.""]]]"	1	1
set	P47	What places are next to Grivillers?	['Dancourt-Popincourt']	[[8]]	[[[2, 'Gmina Małdyty is in the same district as Gmina Zalewo.']], [[3, 'The population of Waibstadt is 5600.']], [[4, 'Fozzano is bordered by Petreto-Bicchisano.']], [[8, 'Dancourt-Popincourt is a town that is part of Grivillers.']]]	1	1
set	P27	Who has citizenship of Sweden?	['Alexander Henningsson']	None	[[]]	0	0
min/max	P106	Who has had the most jobs?	['Janese Swanson', 'Felix Udoh', 'Alexander Henningsson']	[[0], [4], [7]]	"[[[0, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]], [[3, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[5, 'Igor Ponomarev is a human being and the name of his family. He was born Igor Ponomarev and studied at the Saint Petersburg State Marine Technical University.']], [[7, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]], [[9, 'Steven Lowy is an Australian Business executive who was born in Sydney on November 24, 1962 . He is a man.']]]"	1	1
set	P69	Where has someone who works as a Inventor been a student?	[]	[]	"[[[0, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]]]"	1	1
count	P21	How many people are male connector?	[3]	[[3], [4], [5]]	"[[[3, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[5, 'Igor Ponomarev is a human being and the name of his family. He was born Igor Ponomarev and studied at the Saint Petersburg State Marine Technical University.']]]"	1	1
set	P21	Who is male connector?	['Elad Koren', 'Felix Udoh', 'Igor Ponomarev']	[[3], [4], [5]]	"[[[3, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[5, 'Igor Ponomarev is a human being and the name of his family. He was born Igor Ponomarev and studied at the Saint Petersburg State Marine Technical University.']], [[7, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]]]"	1	1
count	P54	How many people play for Liberty Professionals F.C.?	[]	[]	[[[2, 'Saula Radidi, who retired in 2010, played for SC Albi, a team he started playing for in 2008.']]]	1	1
count	P106	How many people are Football player?	[2]	[[3], [4]]	"[[[3, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[4, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']], [[5, 'Igor Ponomarev is a human being and the name of his family. He was born Igor Ponomarev and studied at the Saint Petersburg State Marine Technical University.']], [[7, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]]]"	1	1
bool	P69	Was someone who works as a software developer a member of University of San Francisco?	['TRUE']	[[0]]	"[[[0, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]], [[3, ""Elad Koren was born in Netanya, Israel in 1974 . He is an association Football player who is a member of the Israel men's national football team.""]], [[9, 'Steven Lowy is an Australian Business executive who was born in Sydney on November 24, 1962 . He is a man.']]]"	1	1
bool	P69	Was Janese Swanson a member of University of San Francisco?	[]	[]	"[[[0, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]]]"	1	1
min/max	P106	Who has had the highest number of jobs?	[]	[]	[[[1, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']]]	1	1
